Code,CodePays,CodeVille,Nom,Type,Latitude,Longitude,FuseauHoraire,DecalageUTC
LAI,FR,LAI,Lannion,Airport,48.755,-3.4744,Europe/Paris,+01:00
LAJ,BR,LAJ,Lages,Airport,-27.7828,-50.2806,America/Araguaina,-03:00
LAK,CA,LAK,Aklavik,Airport,68.2233,-135.0058,America/Whitehorse,-07:00
LAL,US,LAL,Lakeland,Airport,28.0833,-81.95,America/New_York,-05:00
LAM,US,LAM,Los Alamos,Airport,35.8803,-106.2711,America/Denver,-07:00
LAN,US,LAN,Lansing,Airport,42.7786,-84.5872,America/New_York,-05:00
LAO,PH,LAO,Laoag,Airport,18.1781,120.5314,Asia/Manila,+08:00
LAP,MX,LAP,La Paz,Airport,24.0728,-110.3625,America/Mazatlan,-07:00
LAQ,LY,LAQ,Beida,Airport,32.7886,21.9644,Africa/Tripoli,+02:00
LAR,US,LAR,Laramie,Airport,41.3119,-105.675,America/Denver,-07:00
LAS,US,LAS,Las Vegas,Airport,36.08,-115.1522,America/Los_Angeles,-08:00
LAT,CO,LAT,La Uribe,Airport,3.2667,-74.3667,America/Bogota,-05:00
LAU,KE,LAU,Lamu,Airport,-2.2525,40.9131,Africa/Nairobi,+03:00
LAW,US,LAW,Lawton,Airport,34.5667,-98.4164,America/Chicago,-06:00
LAX,US,LAX,Los Angeles,Airport,33.9425,-118.4081,America/Los_Angeles,-08:00
LAY,ZA,LAY,Ladysmith,Airport,-28.5833,29.75,Africa/Johannesburg,+02:00
LAZ,BR,LAZ,Bom Jesus Da Lapa,Airport,-13.2667,-43.4167,America/Araguaina,-03:00
LBA,GB,LBA,Leeds/Bradford,Airport,53.8658,-1.6606,Europe/London,+00:00
LBB,US,LBB,Lubbock,Airport,33.6636,-101.8228,America/Chicago,-06:00
LBC,DE,HAM,Hamburg Luebeck Airport,Airport,53.8053,10.7192,Europe/Berlin,+01:00
LBD,TJ,LBD,Khudzhand,Airport,40.2153,69.6947,Asia/Dushanbe,+05:00
LBE,US,LBE,Latrobe,Airport,40.2758,-79.4047,America/New_York,-05:00
LBF,US,LBF,North Platte,Airport,41.1311,-100.6931,America/Chicago,-06:00
LBG,FR,PAR,Paris Le Bourget Apt,Airport,48.9694,2.4414,Europe/Paris,+01:00
LBH,AU,SYD,Sydney Palm Beach Spb,Airport,-33.9667,151.25,Australia/Sydney,+10:00
LBI,FR,LBI,Albi,Airport,43.9133,2.1167,Europe/Paris,+01:00
LBJ,ID,LBJ,Labuan Bajo,Airport,-8.4867,119.8892,Asia/Makassar,+08:00
LBK,KE,LBK,Liboi,Airport,0.4,40.95,Africa/Nairobi,+03:00
LBL,US,LBL,Liberal,Airport,37.0442,-100.96,America/Chicago,-06:00
LBM,MZ,LBM,Luabo,Airport,-18.5,36.1667,Africa/Maputo,+02:00
LBN,KE,LBN,Lake Baringo,Airport,0.6036,36.0136,Africa/Nairobi,+03:00
LBO,CD,LBO,Lusambo,Airport,-4.9619,23.3786,Africa/Lubumbashi,+02:00
LBQ,GA,LBQ,Lambarene,Airport,-0.7167,10.2333,Africa/Libreville,+01:00
LBR,BR,LBR,Labrea,Airport,-7.2789,-64.7697,America/Porto_Velho,-04:00
LBS,FJ,LBS,Labasa,Airport,-16.4678,179.3397,Pacific/Fiji,+12:00
LBT,US,LBT,Lumberton,Airport,34.6,-79.0667,America/New_York,-05:00
LBU,MY,LBU,Labuan,Airport,5.2972,115.2525,Asia/Kuching,+08:00
LBV,GA,LBV,Libreville,Airport,0.4586,9.4122,Africa/Libreville,+01:00
LBW,ID,LBW,Long Bawan,Airport,3.8833,115.7,Asia/Makassar,+08:00
LBY,FR,LBY,La Baule,Airport,47.2894,-2.3464,Europe/Paris,+01:00
LCA,CY,LCA,Larnaca,Airport,34.875,33.6247,Asia/Nicosia,+02:00
LCC,IT,LCC,Lecce,Airport,40.2392,18.1333,Europe/Rome,+01:00
LCD,ZA,LCD,Louis Trichardt,Airport,-23.0619,29.8647,Africa/Johannesburg,+02:00
LCE,HN,LCE,La Ceiba International,Airport,15.7425,-86.8531,America/Tegucigalpa,-06:00
LCF,GT,LCF,Rio Dulce Las Vegas,Airport,15.6678,-88.9478,America/Guatemala,-06:00
LCG,ES,LCG,Coruna,Airport,43.3022,-8.3772,Europe/Madrid,+01:00
LCH,US,LCH,Lake Charles,Airport,30.1261,-93.2233,America/Chicago,-06:00
LCI,US,LCI,Laconia,Airport,43.5722,-71.4208,America/New_York,-05:00
LCJ,PL,LCJ,Lodz,Airport,51.7219,19.3981,Europe/Warsaw,+01:00
LCK,US,CMH,Columbus Rickenbacker,Airport,39.8139,-82.9278,America/New_York,-05:00
LCL,CU,LCL,La Coloma,Airport,22.3361,-83.6431,America/Havana,-05:00
LCM,AR,LCM,La Cumbre,Airport,-31.0061,-64.5319,America/Argentina/Buenos_Aires,-03:00
LCN,AU,LCN,Balcanoona,Airport,-30.5333,139.3167,Australia/Adelaide,+09:30
LCO,CG,LCO,Lague,Airport,-1.8,14.8667,Africa/Brazzaville,+01:00
LCR,CO,LCR,La Chorrera,Airport,1.17,-75.3672,America/Bogota,-05:00
LCS,CR,LCS,Longchuan Guangsong,Airport,24.2658,97.9042,America/Costa_Rica,-06:00
LCV,IT,LCV,Lucca,Airport,43.8297,10.5789,Europe/Rome,+01:00
LCY,GB,LON,Londres/City,Airport,51.505,0.0542,Europe/London,+00:00
LDA,IN,LDA,Malda,Airport,25.0333,88.15,Asia/Kolkata,+05:30
LDB,BR,LDB,Londrina,Airport,-23.3336,-51.13,America/Araguaina,-03:00
LDC,AU,LDC,Lindeman Island,Airport,-20.45,149.05,Australia/Brisbane,+10:00
LDE,FR,LDE,Lourdes/Tarbes,Airport,43.1856,-0.0028,Europe/Paris,+01:00
LDH,AU,LDH,Lord Howe Island,Airport,-31.5386,159.0761,Australia/Lord_Howe,+10:30
LDI,TZ,LDI,Lindi,Airport,-9.8333,39.7833,Africa/Dar_es_Salaam,+03:00
LDJ,US,LDJ,Linden,Airport,40.6175,-74.2444,America/New_York,-05:00
LDK,SE,LDK,Lidkoping,Airport,58.4667,13.1686,Europe/Stockholm,+01:00
LDM,US,LDM,Ludington,Airport,43.95,-86.45,America/New_York,-05:00
LDN,NP,LDN,Lamidanda,Airport,27.2528,86.6719,Asia/Kathmandu,+05:45
LDO,SR,LDO,Ladouanie,Airport,4.3833,-55.4167,America/Paramaribo,-03:00
LDR,YE,LDR,Lodar,Airport,13.8833,45.8667,Asia/Aden,+03:00
LDU,MY,LDU,Lahad Datu,Airport,5.0303,118.3283,Asia/Kuching,+08:00
LDV,FR,LDV,Landivisiau,Airport,48.5303,-4.1517,Europe/Paris,+01:00
LDW,AU,LDW,Landsdowne,Airport,-17.5833,126.8333,Australia/Perth,+08:00
LDX,GF,LDX,Saint Laurent du Maroni,Airport,5.4833,-54.0333,America/Cayenne,-03:00
LDY,GB,LDY,Londonderry,Airport,55.0428,-7.1611,Europe/London,+00:00
LDZ,ZA,LDZ,Londolozi,Airport,-24.8081,31.5042,Africa/Johannesburg,+02:00
LEA,AU,LEA,Learmonth,Airport,-22.2356,114.0886,Australia/Perth,+08:00
LEB,US,LEB,Lebanon,Airport,43.6278,-72.3072,America/New_York,-05:00
LEC,BR,LEC,Lencois Horacio De Mattos,Airport,-12.48,-41.2811,America/Araguaina,-03:00
LED,RU,LED,Saint-Petersbourg,Airport,59.8003,30.2625,Europe/Moscow,+03:00
LEE,US,LEE,Leesburg,Airport,28.8222,-81.8072,America/New_York,-05:00
LEF,LS,LEF,Lebakeng,Airport,-29.7833,28.5833,Africa/Maseru,+02:00
LEG,MR,LEG,Aleg,Airport,17.1667,-13.95,Africa/Nouakchott,+00:00
LEH,FR,LEH,Le Havre,Airport,49.5339,0.0881,Europe/Paris,+01:00
LEI,ES,LEI,Almeria,Airport,36.8439,-2.37,Europe/Madrid,+01:00
LEJ,DE,LEJ,Leipzig Halle,Airport,51.4325,12.2417,Europe/Berlin,+01:00
LEK,GN,LEK,Labe,Airport,11.3283,-12.3008,Africa/Conakry,+00:00
LEL,AU,LEL,Lake Evella,Airport,-12.4989,135.8058,Australia/Darwin,+09:30
LEM,US,LEM,Lemmon,Airport,45.9167,-102.1,America/Denver,-07:00
LEN,ES,LEN,Leon,Airport,42.5889,-5.6556,Europe/Madrid,+01:00
LEO,GA,LEO,Leconi,Airport,-1.6833,14.3,Africa/Libreville,+01:00
LEP,BR,LEP,Leopoldina,Airport,-21.5161,-42.6547,America/Araguaina,-03:00
LEQ,GB,LEQ,Lands End,Airport,50.1028,-5.6706,Europe/London,+00:00
LER,AU,LER,Leinster,Airport,-27.8442,120.7044,Australia/Perth,+08:00
LES,LS,LES,Lesobeng,Airport,-29.8,28.1333,Africa/Maseru,+02:00
LET,CO,LET,Leticia,Airport,-4.1936,-69.9431,America/Bogota,-05:00
LEU,ES,LEU,Seo De Urgel,Airport,42.3386,1.4092,Europe/Madrid,+01:00
LEV,FJ,LEV,Levuka,Airport,-17.7125,178.7614,Pacific/Fiji,+12:00
LEW,US,LEW,Lewiston/Auburn,Airport,44.05,-70.2833,America/New_York,-05:00
LEX,US,LEX,Lexington,Airport,38.0364,-84.6058,America/New_York,-05:00
LEY,NL,LEY,Lelystad,Airport,52.4667,5.5333,Europe/Amsterdam,+01:00
LEZ,HN,LEZ,La Esperanza,Airport,14.2,-88.1667,America/Tegucigalpa,-06:00
LFB,MZ,APL,Lumbo,Airport,-15.0281,40.6719,Africa/Maputo,+02:00
LFI,US,PHF,Hampton Langley Afb,Airport,37.0836,-76.3586,America/New_York,-05:00
LFK,US,OCH,Lufkin,Airport,31.25,-94.7528,America/Chicago,-06:00
LFN,US,LFN,Louisburg,Airport,36.1,-78.3,America/New_York,-05:00
LFO,ET,LFO,Kelafo,Airport,5.6,44.3333,Africa/Addis_Ababa,+03:00
LFP,AU,LFP,Lakefield,Airport,-14.9208,144.2033,Australia/Brisbane,+10:00
LFR,VE,LFR,La Fria,Airport,8.2392,-72.2711,America/Caracas,-04:00
LFT,US,LFT,Lafayette,Airport,30.2053,-91.9875,America/Chicago,-06:00
LFW,TG,LFW,Lome,Airport,6.1656,1.2544,Africa/Lome,+00:00
LGA,US,NYC,New York La Guardia,Airport,40.7772,-73.8725,America/New_York,-05:00
LGB,US,LGB,Long Beach,Airport,33.8178,-118.1517,America/Los_Angeles,-08:00
LGC,US,LGC,La Grange,Airport,33.0167,-85.0833,America/New_York,-05:00
LGD,US,LGD,La Grande,Airport,45.3167,-118.0333,America/Los_Angeles,-08:00
LGF,US,YUM,Yuma Laguna Aaf,Airport,32.8608,-114.3961,America/Phoenix,-07:00
LGG,BE,LGG,Liege Bierset,Airport,50.6375,5.4433,Europe/Brussels,+01:00
LGH,AU,LGH,Leigh Creek,Airport,-30.5833,138.4167,Australia/Adelaide,+09:30
LGI,BS,LGI,Deadmans Cay,Airport,23.1789,-75.0936,America/Nassau,-05:00
LGK,MY,LGK,Langkawi,Airport,6.3386,99.7322,Asia/Kuching,+08:00
LGL,MY,LGL,Long Lellang,Airport,3.4211,115.1533,Asia/Kuching,+08:00
LGM,PG,LGM,Laiagam,Airport,-5.5333,143.4833,Pacific/Port_Moresby,+10:00
LGN,PG,LGN,Linga Linga,Airport,-5.6833,149.4167,Pacific/Port_Moresby,+10:00
LGO,DE,LGO,Langeoog,Airport,53.75,7.4833,Europe/Berlin,+01:00
LGP,PH,LGP,Legaspi,Airport,13.1572,123.7344,Asia/Manila,+08:00
LGQ,EC,LGQ,Lago Agrio,Airport,0.0925,-76.8694,America/Guayaquil,-05:00
LGR,CL,LGR,Cochrane,Airport,-47.2439,-72.5886,America/Santiago,-04:00
LGS,AR,LGS,Malargue,Airport,-35.4953,-69.5731,America/Argentina/Buenos_Aires,-03:00
LGT,CO,LGT,Las Gaviotas,Airport,4.5833,-70.8333,America/Bogota,-05:00
LGU,US,LGU,Logan,Airport,41.7833,-111.85,America/Denver,-07:00
LGW,GB,LON,Londres/Gatwick,Airport,51.1481,-0.1903,Europe/London,+00:00
LGX,SO,LGX,Lugh Ganane,Airport,3.8,42.05,Africa/Mogadishu,+03:00
LGY,VE,LGY,Lagunillas,Airport,8.5167,-71.4,America/Caracas,-04:00
LGZ,CN,LGZ,Shannan Longzi,Airport,28.4267,92.3461,Asia/Shanghai,+08:00
LHA,DE,LHA,Lahr,Airport,48.3692,7.8278,Europe/Berlin,+01:00
LHE,PK,LHE,Lahore,Airport,31.5217,74.4036,Asia/Karachi,+05:00
LHG,AU,LHG,Lightning Ridge,Airport,-29.4,147.9667,Australia/Sydney,+10:00
LHI,ID,LHI,Lereh,Airport,-3.1333,139.9,Asia/Jayapura,+09:00
LHN,TW,LHN,Lishan,Airport,24.25,121.2167,Asia/Taipei,+08:00
LHP,PG,LHP,Lehu,Airport,-6.4167,155.7,Pacific/Bougainville,+11:00
LHR,GB,LON,Londres/Heathrow,Airport,51.4775,-0.4614,Europe/London,+00:00
LHS,AR,LHS,Las Heras,Airport,-46.5333,-68.95,America/Argentina/Buenos_Aires,-03:00
LHU,Unk,LHU,Lianshulu,Airport,-18.1156,23.3917,Africa/Windhoek,+02:00
LHV,US,LHV,Lock Haven,Airport,41.1333,-77.45,America/New_York,-05:00
LHW,CN,LHW,Lanzhou,Airport,36.5167,103.6167,Asia/Shanghai,+08:00
LIA,CN,LIA,Liangping,Airport,30.8167,107.7,Asia/Shanghai,+08:00
LIB,AU,LIB,Limbunya,Airport,-17.3333,129.8333,Australia/Darwin,+09:30
LIC,US,LIC,Limon,Airport,39.2667,-103.6833,America/Denver,-07:00
LIE,CD,LIE,Libenge,Airport,3.6333,18.6333,Africa/Kinshasa,+01:00
LIF,NC,LIF,Lifou,Airport,-20.7747,167.24,Pacific/Noumea,+11:00
LIG,FR,LIG,Limoges,Airport,45.8608,1.1803,Europe/Paris,+01:00
LIH,US,LIH,Kauai,Airport,21.9764,-159.3361,Pacific/Honolulu,-10:00
LII,ID,LII,Mulia,Airport,-3.1667,136.1667,Asia/Jayapura,+09:00
LIJ,US,LIJ,Long Island,Airport,54.9,-132.75,America/Anchorage,-09:00
LIK,MH,LIK,Likiep Island,Airport,9.8233,169.3075,Pacific/Majuro,+12:00
LIL,FR,LIL,Lille,Airport,50.5633,3.0869,Europe/Paris,+01:00
LIM,PE,LIM,Lima,Airport,-12.0219,-77.1144,America/Lima,-05:00
LIN,IT,MIL,Milan Linate,Airport,45.4494,9.2783,Europe/Rome,+01:00
LIO,CR,LIO,Limon,Airport,9.9619,-83.0269,America/Costa_Rica,-06:00
LIP,BR,LIP,Lins,Airport,-21.6667,-49.75,America/Araguaina,-03:00
LIQ,CD,LIQ,Lisala,Airport,2.1711,21.4969,Africa/Kinshasa,+01:00
LIR,CR,LIR,Liberia,Airport,10.5933,-85.5444,America/Costa_Rica,-06:00
LIS,PT,LIS,Lisbonne,Airport,38.7742,-9.1342,Europe/Lisbon,+00:00
LIT,US,LIT,Little Rock,Airport,34.7294,-92.2244,America/Chicago,-06:00
LIV,US,LIV,Livengood,Airport,65.5333,-148.5333,America/Anchorage,-09:00
LIW,MM,LIW,Loikaw,Airport,19.6914,97.2147,Asia/Yangon,+06:30
LIX,MW,LIX,Likoma Island,Airport,-12.0803,34.7364,Africa/Blantyre,+02:00
LIY,US,LIY,Hinesville,Airport,31.85,-81.6,America/New_York,-05:00
LIZ,US,LIZ,Limestone,Airport,46.9167,-67.8333,America/New_York,-05:00
LJA,CD,LJA,Lodja,Airport,-3.4628,23.6183,Africa/Lubumbashi,+02:00
LJC,US,SDF,Louisville Intercontinental,Airport,38.2333,-85.6667,America/New_York,-05:00
LJN,US,LJN,Lake Jackson,Airport,29.0333,-95.45,America/Chicago,-06:00
LJU,SI,LJU,Ljubljana,Airport,46.2236,14.4575,Europe/Ljubljana,+01:00
LKA,ID,LKA,Larantuka,Airport,-8.2742,123.0006,Asia/Makassar,+08:00
LKB,FJ,LKB,Lakeba,Airport,-18.1992,-178.8169,Pacific/Fiji,+12:00
LKC,CG,LKC,Lekana,Airport,-2.3167,14.6,Africa/Brazzaville,+01:00
LKD,AU,LKD,Lakeland Downs,Airport,-16.1667,145.5,Australia/Brisbane,+10:00
LKE,US,SEA,Seattle Lake Union Spb,Airport,47.6333,-122.3317,America/Los_Angeles,-08:00
LKI,US,DLH,Duluth Lakeside U S Air Force,Airport,46.85,-92.1833,America/Chicago,-06:00
LKK,US,LKK,Kulik Lake,Airport,58.9667,-155.0833,America/Anchorage,-09:00
LKL,NO,LKL,Lakselv,Airport,70.0689,24.9736,Europe/Oslo,+01:00
LKN,NO,LKN,Leknes,Airport,68.1544,13.6119,Europe/Oslo,+01:00
LKO,IN,LKO,Lucknow,Airport,26.7606,80.8894,Asia/Kolkata,+05:30
LKP,US,LKP,Lake Placid,Airport,44.2644,-73.9619,America/New_York,-05:00
LKR,SO,LKR,Las Khoreh,Airport,11.15,48.2,Africa/Mogadishu,+03:00
LKS,US,LKS,Lakeside,Airport,29.8478,-95.6886,America/Chicago,-06:00
LKU,KE,LKU,Lake Rudolf,Airport,3.4167,35.8833,Africa/Nairobi,+03:00
LKV,US,LKV,Lakeview,Airport,42.1667,-120.4,America/Los_Angeles,-08:00
LKW,OM,LKW,Lekhwair,Airport,22.8047,55.3658,Asia/Muscat,+04:00
LKY,TZ,LKY,Lake Manyara,Airport,-3.3756,35.8181,Africa/Dar_es_Salaam,+03:00
LKZ,GB,LKZ,Brandon,Airport,52.4167,0.5667,Europe/London,+00:00
LLA,SE,LLA,Lulea,Airport,65.5439,22.1219,Europe/Stockholm,+01:00
LLG,AU,LLG,Chillagoe,Airport,-17.1372,144.5286,Australia/Brisbane,+10:00
LLH,HN,LLH,Las Limas,Airport,15.45,-87.9,America/Tegucigalpa,-06:00
LLI,ET,LLI,Lalibela,Airport,11.975,38.98,Africa/Addis_Ababa,+03:00
LLJ,ID,LLJ,Lubuk Linggau Silampari,Airport,-3.2856,102.9156,Asia/Pontianak,+07:00
LLL,AU,LLL,Lissadell,Airport,-16.5,128.6667,Australia/Perth,+08:00
LLM,MY,LLM,Lomlom,Airport,-10.2758,166.2911,Asia/Kuching,+08:00
LLN,ID,LLN,Kelila,Airport,-3.75,138.6667,Asia/Jayapura,+09:00
LLP,AU,LLP,Linda Downs,Airport,-23.0167,138.7,Australia/Brisbane,+10:00
LLS,AR,LLS,Las Lomitas,Airport,-24.7,-60.6,America/Argentina/Buenos_Aires,-03:00
LLU,GL,LLU,Alluitsup Paa,Airport,60.4647,-45.5694,America/Godthab,-03:00
LLW,MW,LLW,Lilongwe,Airport,-13.7894,33.7811,Africa/Blantyre,+02:00
LLX,US,LLX,Lyndonville,Airport,44.5692,-72.0181,America/New_York,-05:00
LLY,US,LLY,Mount Holly,Airport,39.9833,-74.7833,America/New_York,-05:00
LMA,US,LMA,Lake Minchumina,Airport,63.8861,-152.3019,America/Anchorage,-09:00
LMB,MW,LMB,Salima,Airport,-13.75,34.5667,Africa/Blantyre,+02:00
LMC,CO,LMC,La Macarena,Airport,2.1753,-73.7867,America/Bogota,-05:00
LMD,AR,LMD,Los Menucos,Airport,-40.8333,-68.1333,America/Argentina/Buenos_Aires,-03:00
LME,FR,LME,Le Mans,Airport,47.9486,0.2017,Europe/Paris,+01:00
LMG,PG,LMG,Lamassa,Airport,-4.7,152.75,Pacific/Port_Moresby,+10:00
LMH,HN,LMH,Limon,Airport,15.8667,-85.55,America/Tegucigalpa,-06:00
LMI,PG,LMI,Lumi,Airport,-3.4833,142.0333,Pacific/Port_Moresby,+10:00
LMK,IE,LMK,Limerick Off-Line Pt,Off-Line Point,52.6647,-8.6397,Europe/Dublin,+00:00
LML,MH,LML,Lae Island,Airport,8.9219,166.2667,Pacific/Majuro,+12:00
LMM,MX,LMM,Los Mochis,Airport,25.6853,-109.0808,America/Mazatlan,-07:00
LMN,MY,LMN,Limbang,Airport,4.8081,115.0103,Asia/Kuching,+08:00
LMP,IT,LMP,Lampedusa,Airport,35.4981,12.6183,Europe/Rome,+01:00
LMQ,LY,LMQ,Marsa Brega,Airport,30.5,19.1667,Africa/Tripoli,+02:00
LMR,ZA,LMR,Lime Acres,Airport,-28.3667,23.45,Africa/Johannesburg,+02:00
LMS,US,LMS,Louisville,Airport,33.15,-89.0667,America/Chicago,-06:00
LMT,US,LMT,Klamath Falls,Airport,42.1631,-121.7372,America/Los_Angeles,-08:00
LMX,CO,LMX,Lopez De Micay,Airport,3.05,-77.55,America/Bogota,-05:00
LMY,PG,LMY,Lake Murray,Airport,-6.85,141.4167,Pacific/Port_Moresby,+10:00
LMZ,MZ,LMZ,Palma,Airport,-10.7667,40.4833,Africa/Maputo,+02:00
LNA,US,PBI,West Palm Beach - Palm Beach County,Airport,26.5861,-80.0833,America/New_York,-05:00
LNB,VU,LNB,Lamen Bay,Airport,-16.585,168.1597,Pacific/Efate,+11:00
LNC,PG,LNC,Lengbati,Airport,-6.3667,147.3667,Pacific/Port_Moresby,+10:00
LND,US,LND,Lander,Airport,42.8,-108.675,America/Denver,-07:00
LNE,VU,LNE,Lonorore,Airport,-15.8642,168.1711,Pacific/Efate,+11:00
LNF,PG,LNF,Munbil,Airport,-4.8667,141.2167,Pacific/Port_Moresby,+10:00
LNG,PG,LNG,Lese,Airport,-8.1667,146.1167,Pacific/Port_Moresby,+10:00
LNH,AU,LNH,Lake Nash,Airport,-21.0,137.9167,Australia/Darwin,+09:30
LNI,US,LNI,Lonely,Airport,70.9167,-153.25,America/Anchorage,-09:00
LNK,US,LNK,Lincoln,Airport,40.8511,-96.7592,America/Chicago,-06:00
LNL,CN,LNL,Longnan Cheng Xian,Airport,33.7903,105.7892,Asia/Shanghai,+08:00
LNM,PG,LNM,Langimar,Airport,-7.2167,146.2,Pacific/Port_Moresby,+10:00
LNN,US,LNN,Willoughby,Airport,41.6333,-81.4167,America/New_York,-05:00
LNO,AU,LNO,Leonora,Airport,-28.8819,121.3125,Australia/Perth,+08:00
LNP,US,LNP,Wise,Airport,36.9833,-82.5667,America/New_York,-05:00
LNQ,PG,LNQ,Loani,Airport,-10.4333,150.15,Pacific/Port_Moresby,+10:00
LNR,US,LNR,Lone Rock,Airport,43.1833,-90.2,America/Chicago,-06:00
LNS,US,LNS,Lancaster,Airport,40.1217,-76.2961,America/New_York,-05:00
LNV,PG,LNV,Londolovit,Airport,-3.0425,152.6278,Pacific/Port_Moresby,+10:00
LNX,RU,LNX,Smolensk,Airport,54.8,32.05,Europe/Moscow,+03:00
LNY,US,LNY,Lanai City,Airport,20.7856,-156.9514,Pacific/Honolulu,-10:00
LNZ,AT,LNZ,Linz,Airport,48.2333,14.1875,Europe/Vienna,+01:00
LOA,AU,LOA,Lorraine,Airport,-19.0833,139.9667,Australia/Brisbane,+10:00
LOB,CL,LOB,Los Andes,Airport,-29.9667,-71.5333,America/Santiago,-04:00
LOC,AU,LOC,Lock,Airport,-33.5667,135.7667,Australia/Adelaide,+09:30
LOD,VU,LOD,Longana,Airport,-15.3058,167.9678,Pacific/Efate,+11:00
LOE,TH,LOE,Loei,Airport,17.4392,101.7219,Asia/Bangkok,+07:00
LOF,MH,LOF,Loen,Airport,7.8,168.2833,Pacific/Majuro,+12:00
LOG,US,LOG,Longview,Airport,46.1167,-122.8833,America/Los_Angeles,-08:00
LOH,EC,LOH,Loja,Airport,-3.9958,-79.3717,America/Guayaquil,-05:00
LOK,KE,LOK,Lodwar,Airport,3.1217,35.6056,Africa/Nairobi,+03:00
LOL,US,LOL,Lovelock,Airport,40.0583,-118.5667,America/Los_Angeles,-08:00
LOM,MX,LOM,Lagos De Moreno - Francisco,Airport,21.2667,-101.9333,America/Mexico_City,-06:00
LOO,DZ,LOO,Laghouat,Airport,33.7647,2.9275,Africa/Algiers,+01:00
LOQ,BW,LOQ,Lobatse,Airport,-25.2,25.6667,Africa/Gaborone,+02:00
LOR,US,OZR,Fort Rucker/Ozark Lowe Ahp,Airport,31.35,-85.75,America/Chicago,-06:00
LOS,NG,LOS,Lagos,Airport,6.5775,3.3211,Africa/Lagos,+01:00
LOT,US,LOT,Lockport,Airport,41.6,-88.05,America/Chicago,-06:00
LOU,US,SDF,Louisville - Bowman Field,Airport,38.1772,-85.7375,America/New_York,-05:00
LOV,MX,LOV,Monclova,Airport,26.9542,-101.4703,America/Mexico_City,-06:00
LOW,US,LOW,Louisa,Airport,38.0,-77.9667,America/New_York,-05:00
LOY,KE,LOY,Loyangalani,Airport,2.7636,36.7183,Africa/Nairobi,+03:00
LOZ,US,LOZ,London,Airport,37.0833,-84.0667,America/New_York,-05:00
LPA,ES,LPA,Las Palmas,Airport,27.9319,-15.3867,Atlantic/Canary,+00:00
LPB,BO,LPB,La Paz,Airport,-16.5133,-68.1922,America/La_Paz,-04:00
LPC,US,LPC,Lompoc,Airport,34.6667,-120.4694,America/Los_Angeles,-08:00
LPD,CO,LPD,La Pedrera,Airport,-1.3256,-69.5814,America/Bogota,-05:00
LPE,CO,LPE,La Primavera,Airport,3.7333,-76.2167,America/Bogota,-05:00
LPG,AR,LPG,La Plata,Airport,-34.9167,-57.95,America/Argentina/Buenos_Aires,-03:00
LPH,GB,LPH,Lochgilphead,Airport,56.05,-5.4333,Europe/London,+00:00
LPI,SE,LPI,Linkoeping,Airport,58.4022,15.5256,Europe/Stockholm,+01:00
LPJ,VE,LPJ,Pijiguaos,Airport,7.0,-67.6667,America/Caracas,-04:00
LPK,RU,LPK,Lipetsk,Airport,52.6375,39.4519,Europe/Moscow,+03:00
LPL,GB,LPL,Liverpool International,Airport,53.3336,-2.8497,Europe/London,+00:00
LPM,VU,LPM,Lamap,Airport,-16.4578,167.8289,Pacific/Efate,+11:00
LPO,US,LPO,La Porte,Airport,41.6,-86.7167,America/Chicago,-06:00
LPP,FI,LPP,Lappeenranta,Airport,61.0444,28.1444,Europe/Helsinki,+02:00
LPQ,LA,LPQ,Luang Prabang,Airport,19.8978,102.1608,Asia/Vientiane,+07:00
LPS,US,LPS,Lopez Island,Airport,48.4833,-122.9378,America/Los_Angeles,-08:00
LPT,TH,LPT,Lampang,Airport,18.2722,99.5042,Asia/Bangkok,+07:00
LPU,ID,LPU,Long Apung,Airport,1.705,114.9703,Asia/Makassar,+08:00
LPW,US,LPW,Little Port Walter,Airport,56.3833,-134.8333,America/Anchorage,-09:00
LPX,LV,LPX,Liepaya,Airport,56.5175,21.0969,Europe/Riga,+02:00
LPY,FR,LPY,Le Puy,Airport,45.0797,3.7633,Europe/Paris,+01:00
LQK,US,LQK,Pickens,Airport,34.8167,-82.7,America/New_York,-05:00
LQM,CO,LQM,Puerto Leguizamo,Airport,-0.1822,-74.7708,America/Bogota,-05:00
LQN,AF,LQN,Qala-Nau,Airport,34.9864,63.1189,Asia/Kabul,+04:30
LRA,GR,LRA,Larissa,Airport,39.6503,22.4656,Europe/Athens,+02:00
LRB,LS,LRB,Leribe,Airport,-28.9667,28.0,Africa/Maseru,+02:00
LRC,DE,LRC,Laarbruch,Airport,51.6,6.1333,Europe/Berlin,+01:00
LRD,US,LRD,Laredo,Airport,27.5439,-99.4617,America/Chicago,-06:00
LRE,AU,LRE,Longreach,Airport,-23.4319,144.2778,Australia/Brisbane,+10:00
LRF,US,LRF,Jacksonville. Arkansas,Airport,34.9172,-92.1453,America/Chicago,-06:00
LRG,PK,LRG,Loralai,Airport,30.3667,68.6167,Asia/Karachi,+05:00
LRH,FR,LRH,La Rochelle,Airport,46.1792,-1.1953,Europe/Paris,+01:00
LRI,CO,LRI,Lorica,Airport,9.0333,-75.7,America/Bogota,-05:00
LRJ,US,LRJ,Lemars,Airport,42.7833,-96.15,America/Chicago,-06:00
LRK,US,LRK,Lincoln Rock,Airport,56.05,-132.7,America/Anchorage,-09:00
